period,org_code,parent_org,org_name,att_type1,att_type2,att_other,att_booked_type1,att_booked_type2,att_booked_other,over4hr_type1,over4hr_type2,over4hr_other,over4hr_booked_type1,over4hr_booked_type2,over4hr_booked_other,wait_4_12hr_dta,wait_12hr_plus_dta,emerg_adm_type1,emerg_adm_type2,emerg_adm_other,emerg_adm_other2,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,a,date,total_attendances,total_over4hr,type1_4hr_pct,total_emerg_adm
MSitAE-DECEMBER-2024,RRV,NHS ENGLAND LONDON,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,12822,0,0,399,0,0,3911,0,0,0,0,0,392,184,1387,0,0,262,,,,,,,2024-12-01,12822,3911,69.5,1649
MSitAE-DECEMBER-2024,RTD,NHS ENGLAND NORTH EAST AND YORKSHIRE,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,12259,1430,5573,0,0,1004,5013,67,0,0,0,0,639,53,3668,18,0,2877,,,,,,,2024-12-01,19262,5080,59.1,6563
MSitAE-DECEMBER-2024,RTE,NHS ENGLAND SOUTH WEST,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,13604,0,0,189,0,0,5318,0,0,42,0,0,444,536,2700,0,0,2168,,,,,,,2024-12-01,13604,5318,60.9,4868
MSitAE-DECEMBER-2024,RWD,NHS ENGLAND MIDLANDS,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,11294,0,9925,0,0,0,6830,0,1564,0,0,0,1093,1049,4770,0,0,1057,,,,,,,2024-12-01,21219,8394,39.5,5827
MSitAE-DECEMBER-2024,RWH,NHS ENGLAND EAST OF ENGLAND,EAST AND NORTH HERTFORDSHIRE NHS TRUST,9297,0,7603,0,0,0,5480,0,168,0,0,0,681,247,2953,0,20,227,,,,,,,2024-12-01,16900,5648,41.1,3200
MSitAE-DECEMBER-2024,RWX,NHS ENGLAND SOUTH EAST,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,0,0,1133,0,0,0,0,0,11,0,0,0,0,0,0,0,32,0,,,,,,,2024-12-01,1133,11,,32
MSitAE-DECEMBER-2024,RXP,NHS ENGLAND NORTH EAST AND YORKSHIRE,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12913,0,4414,0,0,8470,5933,0,0,0,0,0,2346,17,4607,0,0,740,,,,,,,2024-12-01,17327,5933,54.1,5347
MSitAE-DECEMBER-2024,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0,0,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2024-12-01,1035,0,,0
MSitAE-DECEMBER-2024,RAP,NHS ENGLAND LONDON,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,8518,407,7549,75,0,87,4980,1,1019,39,0,10,250,853,1412,0,136,64,,,,,,,2024-12-01,16474,6000,41.5,1612
MSitAE-DECEMBER-2024,RAS,NHS ENGLAND LONDON,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,6404,0,6714,0,0,0,3832,0,155,0,0,0,724,43,2017,0,0,76,,,,,,,2024-12-01,13118,3987,40.2,2093
MSitAE-DECEMBER-2024,RBL,NHS ENGLAND NORTH WEST,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7469,0,3156,0,0,216,4066,0,93,0,0,8,401,794,2141,0,0,1699,,,,,,,2024-12-01,10625,4159,45.6,3840
MSitAE-DECEMBER-2024,RBS,NHS ENGLAND NORTH WEST,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,6181,0,0,0,0,0,1180,0,0,0,0,0,0,0,905,0,0,312,,,,,,,2024-12-01,6181,1180,80.9,1217
MSitAE-DECEMBER-2024,RD1,NHS ENGLAND SOUTH WEST,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,8580,0,0,0,0,0,3891,0,0,0,0,0,798,142,2572,0,8,1699,,,,,,,2024-12-01,8580,3891,54.7,4279
MSitAE-DECEMBER-2024,RM1,NHS ENGLAND EAST OF ENGLAND,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12479,0,8736,0,0,0,4166,0,1,0,0,0,1004,372,2611,0,0,1607,,,,,,,2024-12-01,21215,4167,66.6,4218
MSitAE-DECEMBER-2024,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,11152,0,0,12,0,0,2904,0,0,0,0,0,275,30,1732,0,0,344,,,,,,,2024-12-01,11152,2904,74.0,2076
MSitAE-DECEMBER-2024,RTF,NHS ENGLAND NORTH EAST AND YORKSHIRE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,10600,0,12302,0,0,0,3335,0,8,0,0,0,145,6,4033,0,28,491,,,,,,,2024-12-01,22902,3343,68.5,4552
MSitAE-DECEMBER-2024,RVR,NHS ENGLAND LONDON,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,11728,282,1309,494,0,61,3726,0,117,64,0,2,357,741,2115,1,0,147,,,,,,,2024-12-01,13319,3843,68.2,2263
MSitAE-DECEMBER-2024,RR7,NHS ENGLAND NORTH EAST AND YORKSHIRE,GATESHEAD HEALTH NHS FOUNDATION TRUST,6573,0,3274,26,0,3,3334,0,50,15,0,0,1227,30,1786,0,0,54,,,,,,,2024-12-01,9847,3384,49.3,1840
MSitAE-DECEMBER-2024,RYF,NHS ENGLAND SOUTH WEST,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,1608,0,0,12,0,0,127,0,0,2,0,0,0,0,0,0,,,,,,,2024-12-01,1608,127,,0
MSitAE-DECEMBER-2024,R0A,NHS ENGLAND NORTH WEST,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,25547,2767,10609,3433,417,960,12940,68,705,1565,9,121,4259,462,5610,148,126,430,,,,,,,2024-12-01,38923,13713,49.3,6314
MSitAE-DECEMBER-2024,RNZ,NHS ENGLAND SOUTH WEST,SALISBURY NHS FOUNDATION TRUST,4682,309,2121,202,0,0,2262,0,0,98,0,0,401,11,1452,0,0,914,,,,,,,2024-12-01,7112,2262,51.7,2366
MSitAE-DECEMBER-2024,RH5,NHS ENGLAND SOUTH WEST,SOMERSET NHS FOUNDATION TRUST,12984,0,9207,0,0,0,6927,0,242,0,0,0,754,349,3339,0,0,1749,,,,,,,2024-12-01,22191,7169,46.6,5088
MSitAE-DECEMBER-2024,RM3,NHS ENGLAND NORTH WEST,NORTHERN CARE ALLIANCE NHS FOUNDATION TRUST,25637,0,9548,0,0,0,11892,0,574,0,0,0,1228,1213,7322,0,375,2054,,,,,,,2024-12-01,35185,12466,53.6,9751
MSitAE-FEBRUARY-2025,AAH,NHS ENGLAND SOUTH WEST,TETBURY HOSPITAL TRUST LTD,0,0,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,545,0,,0
MSitAE-FEBRUARY-2025,RAN,NHS ENGLAND LONDON,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,,,,,,,2025-02-01,0,0,,28
MSitAE-FEBRUARY-2025,RW1,NHS ENGLAND SOUTH EAST,HAMPSHIRE AND ISLE OF WIGHT HEALTHCARE NHS FOUNDATION TRUST,0,0,2518,0,0,0,0,0,37,0,0,0,0,0,0,0,0,119,,,,,,,2025-02-01,2518,37,,119
MSitAE-FEBRUARY-2025,RWY,NHS ENGLAND NORTH EAST AND YORKSHIRE,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,14096,0,0,0,0,0,4471,0,0,0,0,0,1144,48,2486,0,0,189,,,,,,,2025-02-01,14096,4471,68.3,2675
MSitAE-FEBRUARY-2025,AJN,NHS ENGLAND NORTH EAST AND YORKSHIRE,WORKINGTON HEALTH LIMITED,0,0,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,279,0,,0
MSitAE-FEBRUARY-2025,AQN04,NHS ENGLAND SOUTH EAST,PHL LYMINGTON UTC,0,0,2545,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,2545,1,,0
MSitAE-FEBRUARY-2025,C82009,NHS ENGLAND MIDLANDS,MARKET HARBOROUGH MED.CTR,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,281,0,,0
MSitAE-FEBRUARY-2025,NL7,NHS ENGLAND MIDLANDS,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0,0,3811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,3811,0,,0
MSitAE-FEBRUARY-2025,NTV0B,NHS ENGLAND SOUTH EAST,ASHFORD WALK-IN-CENTRE,0,0,2144,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,2144,93,,0
MSitAE-FEBRUARY-2025,NTV0W,NHS ENGLAND SOUTH EAST,WOKING WALK IN CENTRE,0,0,2412,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,2412,36,,0
MSitAE-FEBRUARY-2025,R1D,NHS ENGLAND MIDLANDS,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0,0,2653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,2653,0,,0
MSitAE-FEBRUARY-2025,RGP,NHS ENGLAND EAST OF ENGLAND,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6286,0,1389,0,0,0,2714,0,0,0,0,0,516,450,1459,0,0,466,,,,,,,2025-02-01,7675,2714,56.8,1925
MSitAE-FEBRUARY-2025,RJ8,NHS ENGLAND SOUTH WEST,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,61,,,,,,,2025-02-01,0,0,,68
MSitAE-FEBRUARY-2025,RV9,NHS ENGLAND NORTH EAST AND YORKSHIRE,HUMBER TEACHING NHS FOUNDATION TRUST,0,0,965,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,965,0,,0
MSitAE-FEBRUARY-2025,RXG,NHS ENGLAND NORTH EAST AND YORKSHIRE,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,,,,,,,2025-02-01,0,0,,116
MSitAE-FEBRUARY-2025,RY8,NHS ENGLAND MIDLANDS,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0,0,5791,0,0,2025,0,0,67,0,0,4,0,0,0,0,0,0,,,,,,,2025-02-01,5791,67,,0
MSitAE-FEBRUARY-2025,RYF,NHS ENGLAND SOUTH WEST,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0,0,1636,0,0,12,0,0,18,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,1636,18,,0
MSitAE-FEBRUARY-2025,Y02147,NHS ENGLAND LONDON,URGENT CARE CENTRE (QMS),0,0,7461,0,0,520,0,0,113,0,0,5,0,0,0,0,0,0,,,,,,,2025-02-01,7461,113,,0
MSitAE-FEBRUARY-2025,Y02428,NHS ENGLAND EAST OF ENGLAND,PUTNOE WALK IN CENTRE,0,0,3152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,3152,0,,0
MSitAE-FEBRUARY-2025,Y02615,NHS ENGLAND MIDLANDS,SOUTH BIRMINGHAM GP WALK IN CENTRE,0,0,6625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,6625,0,,0
MSitAE-FEBRUARY-2025,Y02676,NHS ENGLAND SOUTH EAST,BRIGHTON STATION HEALTH CENTRE,0,0,1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,1819,0,,0
MSitAE-FEBRUARY-2025,Y03218,NHS ENGLAND LONDON,THE PINN UNREGISTERED WIC,0,0,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,695,0,,0
MSitAE-FEBRUARY-2025,Y07709,NHS ENGLAND SOUTH EAST,READING URGENT CARE CENTRE,0,0,1843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,1843,0,,0
MSitAE-FEBRUARY-2025,ACH01,NHS ENGLAND SOUTH EAST,WHITSTABLE MEDICAL PRACTICE,0,0,4995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,4995,0,,0
MSitAE-FEBRUARY-2025,G0Q0L,NHS ENGLAND LONDON,BARKING HOSPITAL UTC,0,0,2673,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,2673,13,,0
MSitAE-FEBRUARY-2025,K6K0R,NHS ENGLAND LONDON,HAROLD WOOD POLYCLINIC UTC,0,0,2654,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,2654,7,,0
MSitAE-FEBRUARY-2025,L83087,NHS ENGLAND SOUTH WEST,OKEHAMPTON MEDICAL CENTRE,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,69,0,,0
MSitAE-FEBRUARY-2025,NDJ,NHS ENGLAND SOUTH EAST,FIRST COMMUNITY HEALTH AND CARE CIC,0,0,1941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,1941,0,,0
MSitAE-FEBRUARY-2025,NQT51,NHS ENGLAND SOUTH EAST,STATION PLAZA HEALTH CENTRE,0,0,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,1079,0,,0
MSitAE-FEBRUARY-2025,NQTE4,NHS ENGLAND MIDLANDS,SUMMERFIELD URGENT CARE CENTRE,0,0,2969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,2969,0,,0
MSitAE-FEBRUARY-2025,RA9,NHS ENGLAND SOUTH WEST,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,5532,0,2684,393,0,135,2562,0,22,139,0,0,315,50,1931,0,0,1093,,,,,,,2025-02-01,8216,2584,53.7,3024
MSitAE-FEBRUARY-2025,RFF,NHS ENGLAND NORTH EAST AND YORKSHIRE,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,7870,0,0,25,0,0,3573,0,0,0,0,0,572,5,2644,0,0,466,,,,,,,2025-02-01,7870,3573,54.6,3110
MSitAE-FEBRUARY-2025,RK9,NHS ENGLAND SOUTH WEST,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,8072,131,4653,0,0,0,4218,0,101,0,0,0,483,541,2599,0,0,1331,,,,,,,2025-02-01,12856,4319,47.7,3930
MSitAE-FEBRUARY-2025,RNQ,NHS ENGLAND MIDLANDS,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,8945,0,7965,308,0,0,3468,0,128,0,0,0,1280,0,1724,0,0,239,,,,,,,2025-02-01,16910,3596,61.2,1963
MSitAE-FEBRUARY-2025,RTP,NHS ENGLAND SOUTH EAST,SURREY AND SUSSEX HEALTHCARE NHS TRUST,9094,0,0,0,0,0,3108,0,0,0,0,0,359,661,2785,0,0,874,,,,,,,2025-02-01,9094,3108,65.8,3659
MSitAE-FEBRUARY-2025,RXQ,NHS ENGLAND SOUTH EAST,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,9887,1090,3215,0,0,0,3010,0,86,0,0,0,231,348,3892,768,0,2063,,,,,,,2025-02-01,14192,3096,69.6,6723
MSitAE-FEBRUARY-2025,8J094,NHS ENGLAND MIDLANDS,BADGER LTD,0,0,0,0,0,1300,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,0,0,,0
MSitAE-FEBRUARY-2025,AD913,NHS ENGLAND LONDON,BECKENHAM BEACON UCC,0,0,3301,0,0,273,0,0,48,0,0,48,0,0,0,0,0,0,,,,,,,2025-02-01,3301,48,,0
MSitAE-FEBRUARY-2025,DT301,NHS ENGLAND EAST OF ENGLAND,HERTS URGENT CARE (ASCOTS LANE),0,0,1895,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,1895,52,,0
MSitAE-FEBRUARY-2025,NTP11,NHS ENGLAND SOUTH EAST,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0,0,4752,0,0,0,0,0,260,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,4752,260,,0
MSitAE-FEBRUARY-2025,R0B,NHS ENGLAND NORTH EAST AND YORKSHIRE,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,9989,1135,4935,727,0,1424,5171,22,204,384,0,50,740,3,3877,19,0,1332,,,,,,,2025-02-01,16059,5397,48.2,5228
MSitAE-FEBRUARY-2025,RAX,NHS ENGLAND LONDON,KINGSTON AND RICHMOND NHS FOUNDATION TRUST,6478,0,7589,0,0,0,3131,0,182,0,0,0,239,446,2145,0,198,291,,,,,,,2025-02-01,14067,3313,51.7,2634
MSitAE-FEBRUARY-2025,RCD,NHS ENGLAND NORTH EAST AND YORKSHIRE,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,4435,0,792,290,0,16,1388,0,1,56,0,0,206,10,1026,0,0,285,,,,,,,2025-02-01,5227,1389,68.7,1311
MSitAE-FEBRUARY-2025,RJR,NHS ENGLAND NORTH WEST,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,4540,0,1979,0,0,0,2307,0,178,0,0,0,195,660,1613,0,0,1171,,,,,,,2025-02-01,6519,2485,49.2,2784
MSitAE-FEBRUARY-2025,RY5,NHS ENGLAND MIDLANDS,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0,0,7310,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,7310,168,,0
MSitAE-FEBRUARY-2025,Y02532,NHS ENGLAND NORTH WEST,MIRIAM MINOR EMERGENCY,0,0,1561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,1561,0,,0
MSitAE-FEBRUARY-2025,Y03007,NHS ENGLAND MIDLANDS,ERDINGTON GP HEALTH & WELLBEING WIC,0,0,0,0,0,1637,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,0,0,,0
MSitAE-FEBRUARY-2025,RBQ,NHS ENGLAND NORTH WEST,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,,,,,,,2025-02-01,0,0,,157
MSitAE-FEBRUARY-2025,RQX,NHS ENGLAND LONDON,HOMERTON HEALTHCARE NHS FOUNDATION TRUST,10056,0,0,0,0,0,2077,0,0,0,0,0,278,24,1660,0,0,306,,,,,,,2025-02-01,10056,2077,79.3,1966
MSitAE-FEBRUARY-2025,RWG,NHS ENGLAND EAST OF ENGLAND,WEST HERTFORDSHIRE TEACHING HOSPITALS NHS TRUST,7727,0,6510,0,0,753,2887,0,137,0,0,0,816,17,3978,0,0,571,,,,,,,2025-02-01,14237,3024,62.6,4549
MSitAE-FEBRUARY-2025,RXW,NHS ENGLAND MIDLANDS,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,9128,0,2405,0,0,0,5301,0,167,0,0,0,335,1130,2699,0,199,2030,,,,,,,2025-02-01,11533,5468,41.9,4928
MSitAE-FEBRUARY-2025,Y00751,NHS ENGLAND SOUTH EAST,EAST BERKS PRIMARY CARE OOH(WAM),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,0,0,,0
MSitAE-FEBRUARY-2025,AXG,NHS ENGLAND SOUTH WEST,WILTSHIRE HEALTH & CARE,0,0,2090,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,2090,17,,0
MSitAE-FEBRUARY-2025,C82038,NHS ENGLAND MIDLANDS,LATHAM HOUSE MEDICAL PRACTICE,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,278,0,,0
MSitAE-FEBRUARY-2025,RDY,NHS ENGLAND SOUTH WEST,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,,2025-02-01,0,0,,5
MSitAE-FEBRUARY-2025,REF,NHS ENGLAND SOUTH WEST,ROYAL CORNWALL HOSPITALS NHS TRUST,5765,0,10121,0,0,0,3114,0,487,0,0,0,666,253,2361,0,35,1046,,,,,,,2025-02-01,15886,3601,46.0,3442
MSitAE-FEBRUARY-2025,REM,NHS ENGLAND NORTH WEST,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,14072,1623,7572,370,0,0,6924,71,240,75,0,0,1869,1016,4155,0,0,2206,,,,,,,2025-02-01,23267,7235,50.8,6361
MSitAE-FEBRUARY-2025,RFR,NHS ENGLAND NORTH EAST AND YORKSHIRE,THE ROTHERHAM NHS FOUNDATION TRUST,8181,0,0,0,0,0,2971,0,0,0,0,0,704,55,1742,0,0,200,,,,,,,2025-02-01,8181,2971,63.7,1942
MSitAE-FEBRUARY-2025,RLQ,NHS ENGLAND MIDLANDS,WYE VALLEY NHS TRUST,5233,1036,86,135,0,0,2184,0,0,30,0,0,412,219,1304,0,0,117,,,,,,,2025-02-01,6355,2184,58.3,1421
MSitAE-FEBRUARY-2025,RWP,NHS ENGLAND MIDLANDS,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,11492,0,4772,0,0,0,5476,0,27,0,0,0,891,669,2289,0,0,843,,,,,,,2025-02-01,16264,5503,52.3,3132
MSitAE-FEBRUARY-2025,RXK,NHS ENGLAND MIDLANDS,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,10207,1051,7976,423,0,0,4654,149,13,191,0,0,699,354,2253,0,0,483,,,,,,,2025-02-01,19234,4816,54.4,2736
MSitAE-FEBRUARY-2025,RY4,NHS ENGLAND EAST OF ENGLAND,HERTFORDSHIRE COMMUNITY NHS TRUST,0,0,1019,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,1019,15,,0
MSitAE-FEBRUARY-2025,NLX,NHS ENGLAND SOUTH WEST,SIRONA CARE & HEALTH,0,0,7473,0,0,356,0,0,340,0,0,45,0,0,0,0,0,0,,,,,,,2025-02-01,7473,340,,0
MSitAE-FEBRUARY-2025,NNJ,NHS ENGLAND MIDLANDS,DHU HEALTH CARE C.I.C,0,0,1821,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,1821,1,,0
MSitAE-FEBRUARY-2025,NR3,NHS ENGLAND MIDLANDS,NOTTINGHAM CITYCARE PARTNERSHIP,0,0,5163,0,0,248,0,0,483,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,5163,483,,0
MSitAE-FEBRUARY-2025,NTPAD,NHS ENGLAND SOUTH EAST,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0,0,5036,0,0,217,0,0,115,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,5036,115,,0
MSitAE-FEBRUARY-2025,R0A,NHS ENGLAND NORTH WEST,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,22416,2738,10287,3339,465,886,10230,98,498,1303,30,83,3764,211,5040,135,147,384,,,,,,,2025-02-01,35441,10826,54.4,5706
MSitAE-FEBRUARY-2025,RBV,NHS ENGLAND NORTH WEST,THE CHRISTIE NHS FOUNDATION TRUST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,,,,,,,2025-02-01,0,0,,722
MSitAE-FEBRUARY-2025,RCX,NHS ENGLAND EAST OF ENGLAND,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",6037,0,1069,0,0,0,2929,0,0,0,0,0,270,127,2108,0,0,367,,,,,,,2025-02-01,7106,2929,51.5,2475
MSitAE-FEBRUARY-2025,RDU,NHS ENGLAND SOUTH EAST,FRIMLEY HEALTH NHS FOUNDATION TRUST,19788,936,11742,0,0,0,8753,1,297,0,0,0,1205,472,5632,0,0,100,,,,,,,2025-02-01,32466,9051,55.8,5732
MSitAE-FEBRUARY-2025,RGR,NHS ENGLAND EAST OF ENGLAND,WEST SUFFOLK NHS FOUNDATION TRUST,6671,0,653,57,0,0,2428,0,0,0,0,0,360,489,1557,0,0,334,,,,,,,2025-02-01,7324,2428,63.6,1891
MSitAE-FEBRUARY-2025,RHU,NHS ENGLAND SOUTH EAST,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,9534,850,2565,1545,0,803,4265,9,67,454,0,13,1127,346,2887,0,0,2536,,,,,,,2025-02-01,12949,4341,55.3,5423
MSitAE-FEBRUARY-2025,RJE,NHS ENGLAND MIDLANDS,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,12461,478,7582,661,0,676,6989,0,337,344,0,29,636,1275,4837,0,0,2954,,,,,,,2025-02-01,20521,7326,43.9,7791
MSitAE-FEBRUARY-2025,RJN,NHS ENGLAND NORTH WEST,EAST CHESHIRE NHS TRUST,3848,0,0,64,0,66,1970,0,0,0,0,0,172,266,749,0,0,181,,,,,,,2025-02-01,3848,1970,48.8,930
MSitAE-FEBRUARY-2025,RKB,NHS ENGLAND MIDLANDS,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,10786,1500,5717,0,0,0,5345,119,288,0,0,0,77,25,1592,42,46,587,,,,,,,2025-02-01,18003,5752,50.4,2267
MSitAE-FEBRUARY-2025,RMC,NHS ENGLAND NORTH WEST,BOLTON NHS FOUNDATION TRUST,7278,0,3250,96,0,36,3644,0,175,46,0,3,486,454,2256,0,124,956,,,,,,,2025-02-01,10528,3819,49.9,3336
MSitAE-FEBRUARY-2025,RNU,NHS ENGLAND SOUTH EAST,OXFORD HEALTH NHS FOUNDATION TRUST,0,0,3103,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,,,,,,,2025-02-01,3103,270,,0
MSitAE-FEBRUARY-2025,RPC,NHS ENGLAND SOUTH EAST,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0,0,1197,0,0,0,0,0,6,0,0,0,0,0,0,0,3,471,,,,,,,2025-02-01,1197,6,,474
MSitAE-FEBRUARY-2025,RQW,NHS ENGLAND EAST OF ENGLAND,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7328,0,1913,0,0,670,3762,0,0,0,0,0,426,91,1587,0,0,241,,,,,,,2025-02-01,9241,3762,48.7,1828
MSitAE-FEBRUARY-2025,RR7,NHS ENGLAND NORTH EAST AND YORKSHIRE,GATESHEAD HEALTH NHS FOUNDATION TRUST,5241,0,3141,23,0,2,2185,0,28,10,0,0,822,0,1453,0,0,41,,,,,,,2025-02-01,8382,2213,58.3,1494
MSitAE-FEBRUARY-2025,RW4,NHS ENGLAND NORTH WEST,MERSEY CARE NHS FOUNDATION TRUST,0,0,13023,0,0,0,0,0,273,0,0,0,0,0,0,0,0,42,,,,,,,2025-02-01,13023,273,,42
MSitAE-FEBRUARY-2025,RYX,NHS ENGLAND LONDON,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0,0,11296,0,0,393,0,0,257,0,0,7,0,0,0,0,0,0,,,,,,,2025-02-01,11296,257,,0
